image_id,a,b,c,d,true_label,unicode
13,377.0,793.0,45.0,49.0,同,U+540C
13,491.0,489.0,33.0,40.0,用,U+7528
13,483.0,523.0,42.0,46.0,情,U+60C5
13,480.0,659.0,62.0,39.0,啓,U+5553
13,497.0,687.0,34.0,42.0,辭,U+8FAD
13,489.0,827.0,46.0,27.0,必,U+5FC5
13,496.0,958.0,45.0,43.0,判,U+5224
13,500.0,1000.0,46.0,43.0,付,U+4ED8
13,433.0,561.0,30.0,37.0,李,U+F9E1
13,434.0,598.0,34.0,35.0,再,U+518D
13,432.0,628.0,41.0,30.0,和,U+548C
13,438.0,858.0,53.0,35.0,全,U+5168
13,440.0,891.0,42.0,30.0,家,U+5BB6
13,372.0,383.0,37.0,36.0,流,U+6D41
13,376.0,419.0,26.0,23.0,三,U+4E09
13,375.0,473.0,28.0,27.0,里,U+91CC
13,374.0,725.0,38.0,26.0,公,U+516C
13,380.0,751.0,35.0,27.0,木,U+6728
13,370.0,776.0,48.0,19.0,一,U+4E00
13,380.0,841.0,47.0,40.0,貸,U+8CB8
13,390.0,879.0,30.0,29.0,出,U+51FA
13,389.0,944.0,33.0,35.0,至,U+81F3
13,383.0,1014.0,53.0,52.0,段,U+6BB5
13,298.0,338.0,57.0,37.0,關,U+95DC
13,303.0,376.0,49.0,41.0,彼,U+5F7C
13,306.0,468.0,50.0,49.0,弊,U+5F0A
13,310.0,549.0,52.0,34.0,杜,U+675C
13,311.0,666.0,49.0,43.0,雖,U+96D6
13,312.0,710.0,49.0,30.0,然,U+7136
13,323.0,738.0,29.0,34.0,自,U+81EA
13,321.0,814.0,42.0,40.0,常,U+5E38
13,316.0,992.0,43.0,37.0,常,U+5E38
38,1455.0,281.0,68.0,76.0,領,U+9818
38,790.0,575.0,75.0,59.0,領,U+9818
38,656.0,305.0,61.0,60.0,領,U+9818
38,320.0,435.0,79.0,82.0,領,U+9818
38,1477.0,352.0,51.0,43.0,曰,U+66F0
38,1490.0,942.0,55.0,58.0,曰,U+66F0
38,1422.0,992.0,72.0,49.0,曰,U+66F0
38,1273.0,358.0,51.0,50.0,曰,U+66F0
38,915.0,381.0,66.0,50.0,曰,U+66F0
38,808.0,635.0,53.0,46.0,曰,U+66F0
38,661.0,368.0,56.0,40.0,曰,U+66F0
38,414.0,291.0,75.0,50.0,曰,U+66F0
38,315.0,505.0,80.0,49.0,曰,U+66F0
38,1458.0,399.0,70.0,64.0,軍,U+8ECD
38,1479.0,491.0,45.0,66.0,事,U+4E8B
38,593.0,390.0,48.0,68.0,事,U+4E8B
38,1476.0,542.0,52.0,73.0,甚,U+751A
38,1482.0,626.0,65.0,62.0,悶,U+60B6
38,1475.0,687.0,49.0,46.0,弓,U+5F13
38,1485.0,732.0,39.0,40.0,之,U+4E4B
38,1424.0,785.0,45.0,52.0,之,U+4E4B
38,965.0,296.0,58.0,86.0,之,U+4E4B
38,593.0,809.0,49.0,46.0,之,U+4E4B
38,601.0,973.0,43.0,59.0,之,U+4E4B
38,516.0,483.0,46.0,79.0,之,U+4E4B
38,434.0,451.0,46.0,78.0,之,U+4E4B
38,328.0,339.0,55.0,90.0,之,U+4E4B
38,1479.0,785.0,71.0,53.0,將,U+5C07
38,1477.0,829.0,73.0,75.0,破,U+7834
38,1485.0,902.0,51.0,37.0,者,U+8005
38,414.0,720.0,73.0,55.0,者,U+8005
38,1405.0,294.0,41.0,49.0,當,U+7576
38,1128.0,480.0,53.0,66.0,當,U+7576
38,1057.0,946.0,58.0,48.0,當,U+7576
38,921.0,542.0,53.0,51.0,當,U+7576
38,852.0,306.0,35.0,41.0,當,U+7576
38,1404.0,339.0,61.0,59.0,用,U+7528
38,1397.0,404.0,59.0,71.0,筒,U+7B52
38,1405.0,465.0,56.0,78.0,箇,U+7B87
38,1413.0,536.0,62.0,58.0,云,U+4E91
38,1411.0,572.0,60.0,63.0,此,U+6B64
38,1053.0,442.0,45.0,58.0,此,U+6B64
38,582.0,503.0,57.0,64.0,此,U+6B64
38,1408.0,626.0,64.0,51.0,武,U+6B66
38,1376.0,668.0,85.0,45.0,士,U+58EB
38,500.0,440.0,64.0,41.0,士,U+58EB
38,241.0,840.0,70.0,44.0,士,U+58EB
38,1409.0,709.0,61.0,41.0,不,U+F967
38,1121.0,452.0,64.0,35.0,不,U+F967
38,1041.0,500.0,59.0,46.0,不,U+F967
38,1415.0,748.0,51.0,36.0,可,U+53EF
38,1428.0,820.0,46.0,60.0,言,U+8A00
38,1419.0,882.0,57.0,63.0,也,U+4E5F
38,1346.0,553.0,53.0,68.0,也,U+4E5F
38,576.0,454.0,76.0,54.0,也,U+4E5F
38,246.0,986.0,74.0,54.0,也,U+4E5F
38,1416.0,932.0,60.0,56.0,吳,U+5433
38,1346.0,300.0,36.0,63.0,失,U+5931
38,1350.0,374.0,45.0,44.0,其,U+5176
38,1293.0,958.0,66.0,35.0,其,U+5176
38,740.0,313.0,50.0,67.0,其,U+5176
38,431.0,586.0,58.0,46.0,其,U+5176
38,337.0,901.0,45.0,47.0,其,U+5176
38,339.0,988.0,51.0,43.0,其,U+5176
38,262.0,662.0,39.0,46.0,其,U+5176
38,1338.0,417.0,56.0,74.0,本,U+672C
38,1357.0,486.0,50.0,78.0,意,U+610F
38,1266.0,400.0,65.0,47.0,江,U+6C5F
38,1275.0,449.0,62.0,95.0,華,U+83EF
38,1269.0,537.0,57.0,51.0,米,U+7C73
38,1274.0,591.0,62.0,29.0,一,U+4E00
38,1187.0,298.0,67.0,34.0,一,U+4E00
38,1203.0,904.0,64.0,31.0,一,U+4E00
38,1287.0,624.0,46.0,48.0,半,U+534A
38,1186.0,344.0,63.0,44.0,半,U+534A
38,1277.0,672.0,58.0,59.0,使,U+4F7F
38,1192.0,548.0,66.0,57.0,使,U+4F7F
38,1130.0,670.0,52.0,52.0,使,U+4F7F
38,650.0,862.0,81.0,62.0,使,U+4F7F
38,1279.0,723.0,83.0,51.0,貢,U+8CA2
38,1271.0,770.0,77.0,50.0,主,U+4E3B
38,1266.0,816.0,125.0,50.0,人,U+4EBA
38,650.0,692.0,61.0,36.0,人,U+4EBA
38,1282.0,860.0,57.0,48.0,往,U+5F80
38,1277.0,901.0,81.0,65.0,處,U+8655
38,1288.0,985.0,75.0,55.0,處,U+8655
38,1188.0,392.0,62.0,46.0,右,U+53F3
38,1196.0,438.0,57.0,51.0,水,U+6C34
38,1121.0,761.0,66.0,51.0,水,U+6C34
38,1201.0,480.0,64.0,81.0,站,U+7AD9
38,1127.0,804.0,72.0,68.0,站,U+7AD9
38,1202.0,603.0,66.0,85.0,載,U+8F09
38,1129.0,876.0,56.0,83.0,載,U+8F09
38,1188.0,678.0,68.0,68.0,來,U+4F86
38,1199.0,737.0,54.0,41.0,而,U+800C
38,1203.0,784.0,61.0,45.0,七,U+4E03
38,1208.0,823.0,58.0,74.0,隻,U+96BB
38,1193.0,933.0,92.0,48.0,巡,U+5DE1
38,1225.0,984.0,54.0,44.0,則,U+5247
38,678.0,663.0,56.0,37.0,則,U+5247
38,435.0,1004.0,67.0,36.0,則,U+5247
38,1117.0,298.0,68.0,46.0,四,U+56DB
38,1131.0,352.0,35.0,36.0,千,U+5343
38,1117.0,398.0,59.0,53.0,石,U+77F3
38,1113.0,545.0,68.0,62.0,盡,U+76E1
38,1116.0,602.0,81.0,74.0,輸,U+8F38
38,1137.0,714.0,43.0,55.0,左,U+5DE6
38,1140.0,952.0,52.0,74.0,幷,U+5E77
38,1020.0,301.0,98.0,61.0,何,U+4F55
38,1036.0,371.0,74.0,79.0,如,U+5982
38,1015.0,547.0,90.0,46.0,必,U+5FC5
38,1057.0,596.0,40.0,71.0,擧,U+64E7
38,929.0,633.0,47.0,67.0,擧,U+64E7
38,1057.0,667.0,59.0,50.0,行,U+884C
38,908.0,716.0,78.0,51.0,行,U+884C
38,1062.0,717.0,43.0,57.0,條,U+689D
38,1048.0,772.0,68.0,69.0,件,U+4EF6
38,1054.0,837.0,65.0,51.0,戶,U+6236
38,1064.0,902.0,61.0,51.0,判,U+5224
38,922.0,1010.0,72.0,51.0,判,U+5224
38,340.0,589.0,47.0,50.0,判,U+5224
38,1065.0,1002.0,54.0,50.0,爲,U+7232
38,910.0,592.0,70.0,44.0,爲,U+7232
38,861.0,358.0,27.0,27.0,爲,U+7232
38,421.0,404.0,61.0,59.0,爲,U+7232
38,421.0,525.0,58.0,56.0,爲,U+7232
38,422.0,838.0,71.0,47.0,爲,U+7232
38,905.0,326.0,69.0,54.0,承,U+627F
38,914.0,426.0,52.0,50.0,火,U+706B
38,918.0,463.0,70.0,72.0,巢,U+5DE2
38,923.0,752.0,56.0,177.0,耶,U+8036
38,813.0,440.0,53.0,116.0,耶,U+8036
38,918.0,957.0,66.0,51.0,禮,U+79AE
38,816.0,333.0,43.0,48.0,啓,U+5553
38,824.0,382.0,51.0,54.0,辭,U+8FAD
38,798.0,684.0,74.0,47.0,朴,U+6734
38,787.0,728.0,76.0,46.0,安,U+5B89
38,245.0,348.0,68.0,44.0,安,U+5B89
38,801.0,776.0,73.0,55.0,悌,U+608C
38,800.0,826.0,70.0,99.0,墓,U+5893
38,665.0,730.0,48.0,93.0,墓,U+5893
38,490.0,284.0,74.0,95.0,墓,U+5893
38,790.0,913.0,88.0,43.0,亦,U+4EA6
38,589.0,564.0,63.0,40.0,亦,U+4EA6
38,243.0,491.0,62.0,56.0,亦,U+4EA6
38,805.0,952.0,68.0,49.0,入,U+5165
38,821.0,990.0,55.0,50.0,於,U+65BC
38,339.0,869.0,45.0,35.0,於,U+65BC
38,259.0,628.0,56.0,34.0,於,U+65BC
38,730.0,378.0,65.0,59.0,中,U+4E2D
38,745.0,435.0,57.0,89.0,矣,U+77E3
38,233.0,782.0,78.0,55.0,矣,U+77E3
38,661.0,415.0,59.0,48.0,先,U+5148
38,656.0,468.0,66.0,51.0,朝,U+671D
38,656.0,516.0,73.0,44.0,非,U+975E
38,669.0,561.0,52.0,52.0,局,U+5C40
38,665.0,608.0,57.0,48.0,內,U+5167
38,667.0,809.0,65.0,55.0,勿,U+52FF
38,664.0,922.0,74.0,63.0,掘,U+6398
38,426.0,887.0,62.0,54.0,掘,U+6398
38,665.0,973.0,71.0,67.0,出,U+51FA
38,409.0,936.0,73.0,70.0,出,U+51FA
38,576.0,245.0,84.0,84.0,盛,U+76DB
38,581.0,345.0,70.0,52.0,德,U+5FB7
38,596.0,596.0,63.0,72.0,遠,U+9060
38,574.0,655.0,62.0,64.0,山,U+5C71
38,582.0,710.0,48.0,34.0,又,U+53C8
38,564.0,750.0,79.0,55.0,隔,U+9694
38,585.0,861.0,50.0,52.0,常,U+5E38
38,566.0,908.0,72.0,73.0,漢,U+6F22
38,507.0,390.0,52.0,47.0,平,U+5E73
38,409.0,236.0,63.0,56.0,上,U+4E0A
38,400.0,345.0,80.0,74.0,依,U+4F9D
38,425.0,629.0,54.0,48.0,子,U+5B50
38,232.0,281.0,71.0,57.0,子,U+5B50
38,421.0,685.0,79.0,40.0,孫,U+5B6B
38,400.0,762.0,83.0,82.0,願,U+9858
38,322.0,292.0,73.0,52.0,聽,U+807D
38,323.0,556.0,63.0,37.0,故,U+6545
38,325.0,633.0,81.0,44.0,書,U+66F8
38,332.0,680.0,59.0,55.0,鼎,U+9F0E
38,321.0,742.0,70.0,56.0,縣,U+7E23
38,319.0,947.0,71.0,40.0,地,U+5730
38,242.0,721.0,69.0,57.0,地,U+5730
38,251.0,402.0,50.0,83.0,孝,U+5B5D
38,246.0,889.0,49.0,52.0,大,U+5927
38,252.0,939.0,59.0,47.0,夫,U+592B
39,1449.0,279.0,75.0,61.0,必,U+5FC5
39,1061.0,554.0,64.0,50.0,必,U+5FC5
39,1462.0,339.0,52.0,52.0,當,U+7576
39,1146.0,643.0,53.0,62.0,當,U+7576
39,1458.0,390.0,62.0,67.0,掘,U+6398
39,1468.0,449.0,52.0,45.0,出,U+51FA
39,1462.0,493.0,59.0,58.0,或,U+6216
39,1457.0,674.0,73.0,74.0,或,U+6216
39,1461.0,543.0,60.0,78.0,擔,U+64D4
39,1274.0,336.0,79.0,80.0,擔,U+64D4
39,1466.0,621.0,60.0,68.0,指,U+6307
39,1469.0,746.0,53.0,75.0,喪,U+55AA
39,1291.0,486.0,66.0,76.0,喪,U+55AA
39,1460.0,826.0,76.0,69.0,需,U+9700
39,1287.0,552.0,76.0,85.0,需,U+9700
39,1484.0,887.0,42.0,57.0,末,U+672B
39,1480.0,949.0,53.0,76.0,布,U+5E03
39,1377.0,230.0,49.0,90.0,命,U+547D
39,901.0,274.0,66.0,76.0,命,U+547D
39,1381.0,313.0,54.0,77.0,使,U+4F7F
39,914.0,356.0,53.0,46.0,使,U+4F7F
39,222.0,299.0,58.0,39.0,使,U+4F7F
39,1366.0,389.0,70.0,82.0,給,U+7D66
39,1289.0,621.0,78.0,79.0,給,U+7D66
39,1401.0,466.0,35.0,61.0,之,U+4E4B
39,1322.0,687.0,32.0,55.0,之,U+4E4B
39,989.0,333.0,43.0,56.0,之,U+4E4B
39,557.0,327.0,34.0,52.0,之,U+4E4B
39,461.0,543.0,38.0,53.0,之,U+4E4B
39,463.0,688.0,29.0,55.0,之,U+4E4B
39,403.0,367.0,26.0,47.0,之,U+4E4B
39,301.0,349.0,62.0,40.0,之,U+4E4B
39,1372.0,518.0,55.0,53.0,如,U+5982
39,1135.0,701.0,50.0,44.0,如,U+5982
39,988.0,866.0,39.0,50.0,如,U+5982
39,1369.0,584.0,68.0,68.0,何,U+4F55
39,1284.0,230.0,64.0,56.0,上,U+4E0A
39,701.0,201.0,64.0,66.0,上,U+4E0A
39,1300.0,295.0,61.0,58.0,曰,U+66F0
39,1298.0,915.0,59.0,45.0,曰,U+66F0
39,1218.0,406.0,47.0,40.0,曰,U+66F0
39,709.0,279.0,56.0,65.0,曰,U+66F0
39,616.0,341.0,66.0,51.0,曰,U+66F0
39,378.0,591.0,55.0,44.0,曰,U+66F0
39,282.0,753.0,68.0,54.0,曰,U+66F0
39,1294.0,419.0,60.0,75.0,軍,U+8ECD
39,600.0,909.0,55.0,56.0,軍,U+8ECD
39,524.0,784.0,59.0,71.0,軍,U+8ECD
39,214.0,759.0,47.0,54.0,軍,U+8ECD
39,1305.0,733.0,45.0,50.0,可,U+53EF
39,1296.0,784.0,75.0,59.0,也,U+4E5F
39,379.0,471.0,56.0,52.0,也,U+4E5F
39,304.0,255.0,47.0,39.0,也,U+4E5F
39,1295.0,847.0,70.0,61.0,領,U+9818
39,605.0,277.0,67.0,57.0,領,U+9818
39,287.0,693.0,58.0,63.0,領,U+9818
39,1305.0,960.0,79.0,79.0,僕,U+50D5
39,1125.0,342.0,73.0,70.0,僕,U+50D5
39,1208.0,255.0,71.0,89.0,提,U+63D0
39,1211.0,347.0,56.0,69.0,張,U+5F35
39,1213.0,445.0,56.0,61.0,春,U+6625
39,1136.0,838.0,57.0,68.0,春,U+6625
39,911.0,932.0,59.0,61.0,春,U+6625
39,1219.0,496.0,47.0,47.0,川,U+5DDD
39,1139.0,901.0,51.0,50.0,川,U+5DDD
39,928.0,986.0,46.0,70.0,川,U+5DDD
39,1212.0,543.0,62.0,67.0,趙,U+8D99
39,1217.0,594.0,48.0,66.0,遠,U+9060
39,1212.0,665.0,72.0,59.0,期,U+671F
39,1208.0,721.0,65.0,41.0,以,U+4EE5
39,1136.0,947.0,57.0,30.0,以,U+4EE5
39,802.0,269.0,72.0,53.0,以,U+4EE5
39,535.0,447.0,55.0,36.0,以,U+4EE5
39,1211.0,764.0,69.0,78.0,國,U+570B
39,1214.0,831.0,52.0,51.0,馬,U+99AC
39,1198.0,877.0,88.0,77.0,疲,U+75B2
39,1219.0,947.0,59.0,87.0,降,U+964D
39,1052.0,335.0,72.0,78.0,降,U+964D
39,913.0,651.0,54.0,78.0,降,U+964D
39,678.0,569.0,82.0,91.0,降,U+964D
39,1145.0,263.0,56.0,93.0,資,U+8CC7
39,1060.0,422.0,68.0,84.0,資,U+8CC7
39,914.0,734.0,51.0,82.0,資,U+8CC7
39,679.0,673.0,86.0,130.0,資,U+8CC7
39,1141.0,412.0,59.0,53.0,寺,U+5BFA
39,1138.0,472.0,68.0,51.0,則,U+5247
39,1067.0,512.0,55.0,53.0,則,U+5247
39,1053.0,775.0,60.0,43.0,則,U+5247
39,613.0,872.0,53.0,33.0,則,U+5247
39,603.0,1005.0,70.0,37.0,則,U+5247
39,455.0,993.0,62.0,40.0,則,U+5247
39,297.0,405.0,58.0,34.0,則,U+5247
39,1132.0,517.0,70.0,62.0,依,U+4F9D
39,1134.0,582.0,75.0,59.0,例,U+4F8B
39,1140.0,746.0,51.0,53.0,此,U+6B64
39,1054.0,728.0,60.0,48.0,此,U+6B64
39,989.0,917.0,43.0,43.0,此,U+6B64
39,911.0,820.0,57.0,55.0,此,U+6B64
39,528.0,926.0,58.0,49.0,此,U+6B64
39,450.0,950.0,57.0,38.0,此,U+6B64
39,1142.0,798.0,48.0,52.0,而,U+800C
39,1049.0,674.0,67.0,58.0,而,U+800C
39,911.0,515.0,51.0,40.0,而,U+800C
39,690.0,488.0,73.0,80.0,而,U+800C
39,217.0,585.0,66.0,60.0,而,U+800C
39,1144.0,983.0,63.0,54.0,防,U+9632
39,1055.0,267.0,80.0,73.0,禦,U+79A6
39,1052.0,609.0,79.0,70.0,遞,U+905E
39,786.0,488.0,85.0,86.0,遞,U+905E
39,1058.0,821.0,66.0,68.0,到,U+5230
39,1049.0,886.0,71.0,58.0,任,U+4EFB
39,1047.0,936.0,66.0,46.0,七,U+4E03
39,1064.0,976.0,52.0,65.0,日,U+65E5
39,973.0,277.0,61.0,59.0,送,U+9001
39,975.0,382.0,66.0,91.0,固,U+56FA
39,535.0,973.0,55.0,71.0,固,U+56FA
39,981.0,472.0,63.0,51.0,非,U+975E
39,988.0,523.0,48.0,57.0,其,U+5176
39,975.0,588.0,73.0,52.0,罪,U+7F6A
39,984.0,681.0,58.0,63.0,先,U+5148
39,990.0,760.0,50.0,54.0,朝,U+671D
39,984.0,809.0,55.0,57.0,時,U+6642
39,907.0,882.0,66.0,48.0,時,U+6642
39,986.0,966.0,57.0,64.0,者,U+8005
39,907.0,403.0,64.0,68.0,越,U+8D8A
39,693.0,340.0,81.0,99.0,越,U+8D8A
39,914.0,472.0,48.0,46.0,等,U+7B49
39,702.0,440.0,59.0,65.0,等,U+7B49
39,907.0,549.0,66.0,51.0,勿,U+52FF
39,914.0,595.0,54.0,49.0,爲,U+7232
39,455.0,827.0,48.0,35.0,爲,U+7232
39,797.0,328.0,60.0,78.0,災,U+707D
39,808.0,411.0,67.0,86.0,邑,U+9091
39,797.0,569.0,56.0,86.0,易,U+6613
39,789.0,648.0,53.0,59.0,甚,U+751A
39,786.0,722.0,68.0,71.0,難,U+96E3
39,791.0,784.0,60.0,89.0,矣,U+77E3
39,543.0,371.0,54.0,81.0,矣,U+77E3
39,470.0,303.0,39.0,60.0,矣,U+77E3
39,300.0,622.0,53.0,59.0,矣,U+77E3
39,601.0,401.0,68.0,71.0,闕,U+95D5
39,602.0,473.0,76.0,38.0,一,U+4E00
39,604.0,511.0,69.0,45.0,把,U+628A
39,214.0,428.0,66.0,44.0,把,U+628A
39,611.0,561.0,54.0,38.0,守,U+5B88
39,376.0,257.0,61.0,57.0,守,U+5B88
39,621.0,602.0,38.0,54.0,事,U+4E8B
39,616.0,654.0,44.0,46.0,臣,U+81E3
39,614.0,699.0,43.0,32.0,問,U+554F
39,301.0,293.0,57.0,43.0,問,U+554F
39,615.0,735.0,41.0,36.0,于,U+4E8E
39,600.0,772.0,61.0,53.0,兵,U+5175
39,592.0,836.0,79.0,34.0,曹,U+66F9
39,611.0,958.0,55.0,52.0,數,U+6578
39,525.0,848.0,65.0,86.0,數,U+6578
39,531.0,279.0,74.0,49.0,知,U+77E5
39,532.0,483.0,51.0,34.0,小,U+5C0F
39,457.0,245.0,63.0,60.0,小,U+5C0F
39,529.0,517.0,63.0,60.0,紙,U+7D19
39,528.0,580.0,67.0,43.0,仰,U+4EF0
39,521.0,622.0,78.0,63.0,達,U+9054
39,530.0,681.0,60.0,58.0,各,U+5404
39,516.0,744.0,78.0,35.0,門,U+9580
39,435.0,748.0,69.0,28.0,門,U+9580
39,273.0,922.0,78.0,43.0,門,U+9580
39,215.0,710.0,61.0,35.0,門,U+9580
39,458.0,367.0,59.0,52.0,食,U+98DF
39,291.0,462.0,72.0,59.0,食,U+98DF
39,447.0,423.0,77.0,73.0,代,U+4EE3
39,295.0,529.0,68.0,54.0,代,U+4EE3
39,455.0,486.0,56.0,61.0,有,U+6709
39,446.0,598.0,49.0,35.0,十,U+5341
39,447.0,638.0,55.0,60.0,名,U+540D
39,455.0,898.0,50.0,53.0,名,U+540D
39,371.0,961.0,54.0,58.0,名,U+540D
39,450.0,784.0,62.0,39.0,亦,U+4EA6
39,451.0,861.0,57.0,38.0,二,U+4E8C
39,372.0,933.0,49.0,31.0,二,U+4E8C
39,387.0,323.0,56.0,43.0,將,U+5C07
39,226.0,251.0,53.0,47.0,將,U+5C07
39,375.0,412.0,56.0,55.0,失,U+5931
39,369.0,524.0,71.0,61.0,承,U+627F
39,369.0,639.0,55.0,55.0,常,U+5E38
39,372.0,692.0,62.0,43.0,見,U+898B
39,372.0,732.0,59.0,68.0,丹,U+4E39
39,361.0,803.0,84.0,72.0,鳳,U+9CF3
39,370.0,875.0,59.0,58.0,每,U+6BCF
39,305.0,578.0,49.0,51.0,云,U+4E91
39,290.0,809.0,45.0,50.0,金,U+91D1
39,284.0,860.0,54.0,62.0,號,U+865F
39,278.0,966.0,63.0,52.0,衛,U+885B
39,230.0,339.0,51.0,35.0,入,U+5165
39,211.0,913.0,57.0,29.0,入,U+5165
39,233.0,378.0,45.0,45.0,於,U+65BC
39,220.0,477.0,60.0,55.0,摠,U+6460
39,218.0,548.0,59.0,33.0,所,U+6240
39,217.0,645.0,61.0,58.0,他,U+4ED6
39,208.0,821.0,54.0,33.0,士,U+58EB
39,218.0,861.0,47.0,47.0,別,U+5225
39,214.0,945.0,50.0,53.0,直,U+76F4
39,215.0,998.0,57.0,43.0,處,U+8655
33,1433.0,561.0,46.0,64.0,今,U+4ECA
33,1143.0,575.0,55.0,58.0,今,U+4ECA
33,329.0,963.0,62.0,48.0,今,U+4ECA
33,1435.0,622.0,48.0,77.0,豈,U+8C48
33,1434.0,699.0,63.0,63.0,聽,U+807D
33,1357.0,798.0,65.0,55.0,聽,U+807D
33,1195.0,297.0,76.0,64.0,聽,U+807D
33,1456.0,757.0,35.0,74.0,之,U+4E4B
33,1300.0,450.0,23.0,46.0,之,U+4E4B
33,1324.0,987.0,33.0,46.0,之,U+4E4B
33,998.0,313.0,42.0,70.0,之,U+4E4B
33,1018.0,893.0,26.0,39.0,之,U+4E4B
33,826.0,917.0,25.0,50.0,之,U+4E4B
33,688.0,533.0,10.0,35.0,之,U+4E4B
33,582.0,503.0,50.0,85.0,之,U+4E4B
33,508.0,306.0,41.0,70.0,之,U+4E4B
33,507.0,1003.0,43.0,36.0,之,U+4E4B
33,426.0,974.0,36.0,51.0,之,U+4E4B
33,1434.0,827.0,69.0,67.0,吳,U+5433
33,971.0,631.0,70.0,66.0,吳,U+5433
33,1432.0,892.0,72.0,52.0,曰,U+66F0
33,1269.0,627.0,67.0,43.0,曰,U+66F0
33,1210.0,722.0,57.0,44.0,曰,U+66F0
33,1065.0,451.0,50.0,38.0,曰,U+66F0
33,992.0,695.0,59.0,48.0,曰,U+66F0
33,793.0,361.0,71.0,48.0,曰,U+66F0
33,737.0,779.0,48.0,49.0,曰,U+66F0
33,568.0,268.0,59.0,51.0,曰,U+66F0
33,580.0,647.0,60.0,44.0,曰,U+66F0
33,493.0,501.0,77.0,48.0,曰,U+66F0
33,240.0,734.0,53.0,39.0,曰,U+66F0
33,1436.0,941.0,80.0,66.0,彼,U+5F7C
33,1366.0,675.0,53.0,59.0,彼,U+5F7C
33,899.0,457.0,80.0,58.0,彼,U+5F7C
33,723.0,267.0,70.0,70.0,彼,U+5F7C
33,1327.0,238.0,79.0,58.0,必,U+5FC5
33,1352.0,732.0,76.0,45.0,必,U+5FC5
33,1120.0,723.0,74.0,43.0,必,U+5FC5
33,575.0,1012.0,89.0,36.0,必,U+5FC5
33,495.0,837.0,57.0,48.0,必,U+5FC5
33,1354.0,289.0,50.0,44.0,不,U+F967
33,1370.0,766.0,48.0,44.0,不,U+F967
33,1199.0,246.0,48.0,51.0,不,U+F967
33,1214.0,842.0,51.0,39.0,不,U+F967
33,1121.0,467.0,65.0,40.0,不,U+F967
33,1126.0,684.0,65.0,43.0,不,U+F967
33,1149.0,982.0,64.0,44.0,不,U+F967
33,728.0,332.0,46.0,46.0,不,U+F967
33,579.0,978.0,61.0,30.0,不,U+F967
33,415.0,465.0,57.0,47.0,不,U+F967
33,1353.0,338.0,55.0,50.0,敢,U+6562
33,727.0,380.0,71.0,58.0,敢,U+6562
33,1358.0,518.0,54.0,60.0,制,U+5236
33,1361.0,572.0,46.0,42.0,已,U+5DF2
33,653.0,323.0,57.0,48.0,已,U+5DF2
33,1346.0,625.0,79.0,51.0,過,U+904E
33,1358.0,851.0,63.0,46.0,而,U+800C
33,925.0,411.0,40.0,51.0,而,U+800C
33,807.0,965.0,57.0,61.0,而,U+800C
33,422.0,349.0,51.0,45.0,而,U+800C
33,1368.0,900.0,43.0,45.0,事,U+4E8B
33,1361.0,941.0,75.0,58.0,甚,U+751A
33,1245.0,245.0,78.0,51.0,切,U+5207
33,984.0,488.0,57.0,45.0,切,U+5207
33,1272.0,298.0,75.0,53.0,迫,U+8FEB
33,988.0,528.0,73.0,47.0,迫,U+8FEB
33,1284.0,344.0,55.0,55.0,當,U+7576
33,419.0,785.0,58.0,41.0,當,U+7576
33,1294.0,395.0,46.0,54.0,言,U+8A00
33,643.0,423.0,63.0,72.0,言,U+8A00
33,1276.0,481.0,68.0,86.0,矣,U+77E3
33,1060.0,324.0,50.0,61.0,矣,U+77E3
33,1001.0,572.0,53.0,53.0,矣,U+77E3
33,738.0,647.0,49.0,67.0,矣,U+77E3
33,495.0,371.0,59.0,60.0,矣,U+77E3
33,318.0,257.0,75.0,92.0,矣,U+77E3
33,241.0,619.0,62.0,54.0,矣,U+77E3
33,1281.0,556.0,56.0,67.0,領,U+9818
33,1061.0,383.0,51.0,63.0,領,U+9818
33,498.0,432.0,57.0,62.0,領,U+9818
33,1288.0,671.0,48.0,52.0,中,U+4E2D
33,591.0,692.0,35.0,46.0,中,U+4E2D
33,1279.0,719.0,62.0,51.0,路,U+8DEF
33,559.0,732.0,76.0,63.0,路,U+8DEF
33,1284.0,776.0,64.0,38.0,送,U+9001
33,1208.0,402.0,57.0,52.0,送,U+9001
33,642.0,378.0,69.0,41.0,送,U+9001
33,1283.0,818.0,55.0,66.0,宰,U+5BB0
33,1307.0,877.0,35.0,55.0,臣,U+81E3
33,1209.0,509.0,65.0,57.0,臣,U+81E3
33,1077.0,922.0,51.0,49.0,臣,U+81E3
33,1287.0,931.0,67.0,59.0,請,U+8ACB
33,1137.0,822.0,67.0,73.0,請,U+8ACB
33,1216.0,362.0,50.0,47.0,則,U+5247
33,1127.0,643.0,74.0,40.0,則,U+5247
33,997.0,932.0,63.0,41.0,則,U+5247
33,921.0,557.0,58.0,39.0,則,U+5247
33,926.0,985.0,70.0,43.0,則,U+5247
33,584.0,898.0,59.0,48.0,則,U+5247
33,1210.0,447.0,47.0,59.0,大,U+5927
33,906.0,248.0,52.0,62.0,大,U+5927
33,1215.0,559.0,41.0,45.0,何,U+4F55
33,722.0,609.0,63.0,47.0,何,U+4F55
33,1215.0,607.0,51.0,41.0,如,U+5982
33,1208.0,645.0,68.0,77.0,權,U+6B0A
33,706.0,704.0,92.0,76.0,權,U+6B0A
